timestamp,segment_id,segment_name,latitude,longitude,road_capacity,lane_count,road_type,speed_kmh,volume,occupancy,event_type,venue_id
2025-03-10 00:00:00,MG001,MG Road,12.9716,77.5946,3200,4,arterial,45.22,1093.0,0.341,none,NONE
2025-03-10 00:00:00,MG002,Brigade Road,12.9698,77.607,2800,3,arterial,45.98,1057.0,0.378,none,NONE
2025-03-10 00:00:00,ORR001,ORR Marathahalli,12.9591,77.6974,4500,4,highway,39.1,1875.0,0.417,none,NONE
2025-03-10 00:00:00,ORR002,ORR Silk Board,12.9173,77.6229,4800,4,highway,45.1,1872.0,0.39,none,NONE
2025-03-10 00:00:00,ORR003,ORR Hebbal,13.0354,77.5947,4200,4,highway,39.4,1441.0,0.343,none,NONE
2025-03-10 00:00:00,HSR001,HSR 27th Main,12.9116,77.6388,2600,2,local,32.35,1065.0,0.41,none,NONE
2025-03-10 00:00:00,WHF001,Whitefield ITPL,12.9698,77.75,3500,3,arterial,44.04,1383.0,0.395,none,NONE
2025-03-10 00:00:00,KRP001,KR Puram Bridge,13.0008,77.6814,3800,3,arterial,42.24,1185.0,0.312,none,NONE
2025-03-10 00:00:00,HBL001,Hebbal Flyover,13.0354,77.5947,4000,4,highway,43.24,1156.0,0.289,none,NONE
2025-03-10 00:00:00,JNC001,Silk Board Junction,12.9173,77.6229,5000,5,junction,35.54,1842.0,0.368,none,NONE
2025-03-10 00:00:00,JNC002,Marathahalli Junction,12.9591,77.6974,4600,4,junction,35.06,1516.0,0.33,none,NONE
2025-03-10 00:00:00,CBD001,Cubbon Park,12.9788,77.5995,3000,3,arterial,46.99,1215.0,0.405,none,NONE
2025-03-10 00:00:00,CBD002,Residency Road,12.968,77.601,2400,2,local,35.2,737.0,0.307,none,NONE
2025-03-10 00:00:00,BLR001,Bellary Road,13.0001,77.584,3600,3,highway,42.45,1030.0,0.286,none,NONE
2025-03-10 00:00:00,HOS001,Hosur Road,12.9169,77.61,3400,3,arterial,39.64,1277.0,0.376,none,NONE
2025-03-10 00:00:00,MYS001,Mysore Road,12.9446,77.5274,3300,3,arterial,44.95,1371.0,0.415,none,NONE
2025-03-10 00:00:00,TUM001,Tumkur Road,13.0374,77.5181,3100,3,arterial,41.18,1029.0,0.332,none,NONE
2025-03-10 00:00:00,BAN001,Bannerghata Road,12.9077,77.6006,2900,2,arterial,42.48,889.0,0.307,none,NONE
2025-03-10 00:00:00,EC001,Electronic City,12.8456,77.6603,3700,3,highway,39.42,1282.0,0.347,none,NONE
2025-03-10 00:00:00,IND001,Indiranagar 100ft,12.9784,77.6408,2700,2,local,31.34,1009.0,0.374,none,NONE
2025-03-10 00:00:00,KOR001,Koramangala 80ft,12.9279,77.6271,2500,2,local,32.81,991.0,0.397,none,NONE
2025-03-10 00:00:00,JAY001,Jayanagar 4th Block,12.9274,77.5807,2200,2,local,34.65,712.0,0.324,none,NONE
2025-03-10 00:00:00,BTM001,BTM Layout,12.9165,77.6101,2300,2,local,35.58,903.0,0.393,none,NONE
2025-03-10 00:00:00,YLK001,Yelahanka,13.1007,77.5963,2800,2,local,32.46,897.0,0.32,none,NONE
2025-03-10 00:00:00,RJN001,Rajajinagar,12.9915,77.5545,2600,2,local,34.53,779.0,0.3,none,NONE
2025-03-10 00:00:00,MLR001,Malleshwaram,13.0035,77.5647,2400,2,local,31.15,674.0,0.281,none,NONE
2025-03-10 00:00:00,VTH001,Vijayanagar,12.971,77.537,2500,2,local,35.26,933.0,0.373,none,NONE
2025-03-10 00:00:00,BAS001,Basavanagudi,12.9423,77.5677,2100,2,local,34.69,818.0,0.389,none,NONE
2025-03-10 00:00:00,FRA001,Frazer Town,12.9987,77.6185,2200,2,local,32.96,791.0,0.36,none,NONE
2025-03-10 00:00:00,DOM001,Domlur,12.9609,77.6389,2300,2,local,30.73,681.0,0.296,none,NONE
2025-03-10 00:00:00,AIR001,Airport Road,12.9498,77.6682,3400,3,highway,44.27,1176.0,0.346,none,NONE
2025-03-10 00:00:00,SAR001,Sarjapur Road,12.9028,77.6848,3000,2,arterial,43.34,1161.0,0.387,none,NONE
2025-03-10 00:00:00,NAG001,Nagawara,13.045,77.619,2600,2,local,34.19,930.0,0.358,none,NONE
2025-03-10 00:00:00,PEE001,Peenya Industrial,13.0374,77.5181,3200,3,arterial,43.28,1032.0,0.323,none,NONE
2025-03-10 00:00:00,HAL001,HAL Old Airport,12.9635,77.6642,2800,2,local,29.97,955.0,0.341,none,NONE
2025-03-10 00:00:00,MAD001,Madiwala,12.9071,77.6286,2400,2,local,31.25,809.0,0.337,none,NONE
2025-03-10 00:00:00,WIL001,Wilson Garden,12.9539,77.5852,2200,2,local,35.72,688.0,0.313,none,NONE
2025-03-10 00:00:00,CHN001,Chinnaswamy Stadium,12.9788,77.5995,3500,3,venue,30.16,1118.0,0.319,none,NONE
2025-03-10 00:00:00,PAL001,Palace Grounds,13.01,77.59,3000,3,venue,31.81,1118.0,0.373,none,NONE
2025-03-10 00:00:00,KEN001,Kengeri,12.906,77.487,2600,2,local,33.65,1013.0,0.39,none,NONE
2025-03-10 00:00:00,YPR001,Yeshwanthpur,13.0289,77.5442,2900,2,arterial,44.23,977.0,0.337,none,NONE
2025-03-10 00:00:00,RRN001,RR Nagar,12.925,77.517,2400,2,local,35.45,728.0,0.303,none,NONE
2025-03-10 00:00:00,GOP001,Gopalan Mall Road,12.956,77.701,2700,2,local,29.91,790.0,0.293,none,NONE
2025-03-10 00:00:00,LAL001,Lalbagh Road,12.9507,77.5848,2300,2,local,34.81,793.0,0.345,none,NONE
2025-03-10 00:00:00,ULS001,Ulsoor Lake Road,12.983,77.622,2100,2,local,30.88,735.0,0.35,none,NONE
2025-03-10 00:00:00,CVV001,CV Raman Nagar,12.985,77.66,2400,2,local,30.82,906.0,0.377,none,NONE
2025-03-10 00:00:00,BEL001,Bellandur Lake Road,12.925,77.67,3200,2,arterial,42.27,1067.0,0.333,none,NONE
2025-03-10 00:00:00,KAD001,Kadugodi,12.99,77.76,2500,2,local,31.86,921.0,0.368,none,NONE
2025-03-10 00:00:00,DEV001,Devanahalli,13.247,77.708,2800,2,highway,41.51,818.0,0.292,none,NONE
2025-03-10 00:00:00,MAG001,Magadi Road,12.9789,77.5644,2700,2,arterial,39.31,1120.0,0.415,none,NONE
2025-03-10 00:15:00,MG001,MG Road,12.9716,77.5946,3200,4,arterial,46.43,1209.0,0.378,none,NONE
2025-03-10 00:15:00,MG002,Brigade Road,12.9698,77.607,2800,3,arterial,40.64,1164.0,0.416,none,NONE
2025-03-10 00:15:00,ORR001,ORR Marathahalli,12.9591,77.6974,4500,4,highway,45.26,1712.0,0.38,none,NONE
2025-03-10 00:15:00,ORR002,ORR Silk Board,12.9173,77.6229,4800,4,highway,42.29,1527.0,0.318,none,NONE
2025-03-10 00:15:00,ORR003,ORR Hebbal,13.0354,77.5947,4200,4,highway,39.12,1707.0,0.406,none,NONE
2025-03-10 00:15:00,HSR001,HSR 27th Main,12.9116,77.6388,2600,2,local,32.94,802.0,0.308,none,NONE
2025-03-10 00:15:00,WHF001,Whitefield ITPL,12.9698,77.75,3500,3,arterial,41.0,1264.0,0.361,none,NONE
2025-03-10 00:15:00,KRP001,KR Puram Bridge,13.0008,77.6814,3800,3,arterial,39.84,1520.0,0.4,none,NONE
2025-03-10 00:15:00,HBL001,Hebbal Flyover,13.0354,77.5947,4000,4,highway,45.08,1523.0,0.381,none,NONE
2025-03-10 00:15:00,JNC001,Silk Board Junction,12.9173,77.6229,5000,5,junction,32.77,1839.0,0.368,none,NONE
2025-03-10 00:15:00,JNC002,Marathahalli Junction,12.9591,77.6974,4600,4,junction,33.84,1707.0,0.371,none,NONE
2025-03-10 00:15:00,CBD001,Cubbon Park,12.9788,77.5995,3000,3,arterial,39.01,1015.0,0.338,none,NONE
2025-03-10 00:15:00,CBD002,Residency Road,12.968,77.601,2400,2,local,30.04,838.0,0.349,none,NONE
2025-03-10 00:15:00,BLR001,Bellary Road,13.0001,77.584,3600,3,highway,41.22,1081.0,0.3,none,NONE
2025-03-10 00:15:00,HOS001,Hosur Road,12.9169,77.61,3400,3,arterial,39.18,1232.0,0.362,none,NONE
2025-03-10 00:15:00,MYS001,Mysore Road,12.9446,77.5274,3300,3,arterial,39.79,1351.0,0.41,none,NONE
2025-03-10 00:15:00,TUM001,Tumkur Road,13.0374,77.5181,3100,3,arterial,43.48,1019.0,0.329,none,NONE
2025-03-10 00:15:00,BAN001,Bannerghata Road,12.9077,77.6006,2900,2,arterial,43.57,821.0,0.283,none,NONE
2025-03-10 00:15:00,EC001,Electronic City,12.8456,77.6603,3700,3,highway,46.88,1286.0,0.348,none,NONE
2025-03-10 00:15:00,IND001,Indiranagar 100ft,12.9784,77.6408,2700,2,local,35.23,787.0,0.292,none,NONE
2025-03-10 00:15:00,KOR001,Koramangala 80ft,12.9279,77.6271,2500,2,local,33.16,872.0,0.349,none,NONE
2025-03-10 00:15:00,JAY001,Jayanagar 4th Block,12.9274,77.5807,2200,2,local,36.31,792.0,0.36,none,NONE
2025-03-10 00:15:00,BTM001,BTM Layout,12.9165,77.6101,2300,2,local,33.06,730.0,0.317,none,NONE
2025-03-10 00:15:00,YLK001,Yelahanka,13.1007,77.5963,2800,2,local,32.07,988.0,0.353,none,NONE
2025-03-10 00:15:00,RJN001,Rajajinagar,12.9915,77.5545,2600,2,local,32.82,736.0,0.283,none,NONE
2025-03-10 00:15:00,MLR001,Malleshwaram,13.0035,77.5647,2400,2,local,35.53,973.0,0.405,none,NONE
2025-03-10 00:15:00,VTH001,Vijayanagar,12.971,77.537,2500,2,local,30.73,894.0,0.358,none,NONE
2025-03-10 00:15:00,BAS001,Basavanagudi,12.9423,77.5677,2100,2,local,30.51,786.0,0.374,none,NONE
2025-03-10 00:15:00,FRA001,Frazer Town,12.9987,77.6185,2200,2,local,31.72,819.0,0.372,none,NONE
2025-03-10 00:15:00,DOM001,Domlur,12.9609,77.6389,2300,2,local,34.84,892.0,0.388,none,NONE
2025-03-10 00:15:00,AIR001,Airport Road,12.9498,77.6682,3400,3,highway,39.22,1388.0,0.408,none,NONE
2025-03-10 00:15:00,SAR001,Sarjapur Road,12.9028,77.6848,3000,2,arterial,40.32,856.0,0.285,none,NONE
2025-03-10 00:15:00,NAG001,Nagawara,13.045,77.619,2600,2,local,33.63,863.0,0.332,none,NONE
2025-03-10 00:15:00,PEE001,Peenya Industrial,13.0374,77.5181,3200,3,arterial,45.72,1258.0,0.393,none,NONE
2025-03-10 00:15:00,HAL001,HAL Old Airport,12.9635,77.6642,2800,2,local,31.97,1158.0,0.413,none,NONE
2025-03-10 00:15:00,MAD001,Madiwala,12.9071,77.6286,2400,2,local,31.79,845.0,0.352,none,NONE
2025-03-10 00:15:00,WIL001,Wilson Garden,12.9539,77.5852,2200,2,local,31.54,904.0,0.411,none,NONE
2025-03-10 00:15:00,CHN001,Chinnaswamy Stadium,12.9788,77.5995,3500,3,venue,30.9,1002.0,0.286,none,NONE
2025-03-10 00:15:00,PAL001,Palace Grounds,13.01,77.59,3000,3,venue,32.8,1257.0,0.419,none,NONE
2025-03-10 00:15:00,KEN001,Kengeri,12.906,77.487,2600,2,local,35.99,1000.0,0.385,none,NONE
2025-03-10 00:15:00,YPR001,Yeshwanthpur,13.0289,77.5442,2900,2,arterial,46.27,1175.0,0.405,none,NONE
2025-03-10 00:15:00,RRN001,RR Nagar,12.925,77.517,2400,2,local,33.38,778.0,0.324,none,NONE
2025-03-10 00:15:00,GOP001,Gopalan Mall Road,12.956,77.701,2700,2,local,35.15,1006.0,0.373,none,NONE
2025-03-10 00:15:00,LAL001,Lalbagh Road,12.9507,77.5848,2300,2,local,32.37,674.0,0.293,none,NONE
2025-03-10 00:15:00,ULS001,Ulsoor Lake Road,12.983,77.622,2100,2,local,34.98,665.0,0.317,none,NONE
2025-03-10 00:15:00,CVV001,CV Raman Nagar,12.985,77.66,2400,2,local,36.31,753.0,0.314,none,NONE
2025-03-10 00:15:00,BEL001,Bellandur Lake Road,12.925,77.67,3200,2,arterial,39.35,1268.0,0.396,none,NONE
2025-03-10 00:15:00,KAD001,Kadugodi,12.99,77.76,2500,2,local,30.82,763.0,0.305,none,NONE
2025-03-10 00:15:00,DEV001,Devanahalli,13.247,77.708,2800,2,highway,43.64,1127.0,0.402,none,NONE
2025-03-10 00:15:00,MAG001,Magadi Road,12.9789,77.5644,2700,2,arterial,40.02,873.0,0.323,none,NONE
2025-03-10 00:30:00,MG001,MG Road,12.9716,77.5946,3200,4,arterial,45.25,1331.0,0.416,none,NONE
2025-03-10 00:30:00,MG002,Brigade Road,12.9698,77.607,2800,3,arterial,42.76,840.0,0.3,none,NONE
2025-03-10 00:30:00,ORR001,ORR Marathahalli,12.9591,77.6974,4500,4,highway,38.38,1405.0,0.312,none,NONE
2025-03-10 00:30:00,ORR002,ORR Silk Board,12.9173,77.6229,4800,4,highway,39.44,1799.0,0.375,none,NONE
2025-03-10 00:30:00,ORR003,ORR Hebbal,13.0354,77.5947,4200,4,highway,39.35,1474.0,0.351,none,NONE
2025-03-10 00:30:00,HSR001,HSR 27th Main,12.9116,77.6388,2600,2,local,34.61,940.0,0.361,none,NONE
2025-03-10 00:30:00,WHF001,Whitefield ITPL,12.9698,77.75,3500,3,arterial,40.05,1374.0,0.393,none,NONE
2025-03-10 00:30:00,KRP001,KR Puram Bridge,13.0008,77.6814,3800,3,arterial,44.69,1457.0,0.383,none,NONE
2025-03-10 00:30:00,HBL001,Hebbal Flyover,13.0354,77.5947,4000,4,highway,39.43,1189.0,0.297,none,NONE
2025-03-10 00:30:00,JNC001,Silk Board Junction,12.9173,77.6229,5000,5,junction,36.24,1678.0,0.336,none,NONE
2025-03-10 00:30:00,JNC002,Marathahalli Junction,12.9591,77.6974,4600,4,junction,31.86,1603.0,0.348,none,NONE
